,name,label
20369,phung van huy,1
48105,dtbboi linh,0
52311,dien thoai huynh cat tuong,0
39222,dl vu thi phuong,0
14131,tran the thuan,1
34157,cong ty co phan dau tu phat trien thuong mai ngoc hai,0
35475,ch chan hung,0
58739,ho kinh quy,0
46906,dlbinh minh,0
9197,vo duc thuan,1
2222,nguyen minh quoc,1
329,dinh van thanh,1
19829,le nham than,1
1674,phan duy duyen,1
15518,huynh tuan tai,1
37775,dgd vu ban mai,0
8001,phan xuan thanh,1
520,nguyen xuan quynh,1
37479,dgd cao bao le,0
5221,ngo vu son,1
30369,cty tnhh thuong mai hung vi s.g,0
41275,dccdvvtld anh quoc,0
29118,cong ty tnhh tm - dv - sx dong xanh - cn dong nai,0
17143,le huy tien hoi,1
48924,dccdvvtldbui minh quan,0
39989,phuong,0
4379,le ha xuan khiem,1
35566,cn sang,0
18623,nguyen van tu,1
56478,thong,0
277,dinh van phuong,1
12525,pham cong tai,1
56021,tap hoa truong nguyen viet son,0
10416,nguyen van sanh,1
13704,pham huynh duc thai,1
43542,cnbao an,0
40522,pk phuong,0
41488,dccdvvtld ho bich thu,0
34631,dtl dich vu tong hop 99,0
59299,ho kinh thien,0
2774,nguyen vu truong tai,1
350,dinh van sinh,1
19896,nguyen quyet tam,1
1552,tran minh bao,1
24472,hoang thai tuyen,1
57845,co so nguyen huu the,0
31219,cong ty trach nhiem huu han thuong mai va dich vu thien ha,0
7631,ho nguyen xuan thuan,1
59426,quay thuoc nguyen echam samuel,0
28165,cty tnhh thuy san dong tay,0
35827,cn bao bao,0
13453,nguyen vuo lam thang,1
45303,dgdchan hung,0
43345,quoc,0
52867,phong kham nguyen bach yen,0
33464,dntn lam san thien phuc,0
7844,nguyen chi tai,1
58824,phuong,0
31463,cong ty tnhh mot thanh vien may va trang bi bao ho lao dong nguyen ngoc,0
44046,cbquoc,0
11422,tran quang van an,1
13199,le nguyen thuy thanh,1
44181,cbba thanh,0
49596,ho kinh doanh nguyen an nam,0
34143,trung thanh 6,0
21072,le kim quy,1
21717,nguyen duc tung,1
34160,chi nhanh 2 - cong ty tnhh thuong mai dich vu anh nhat tin,0
55397,quan ruou son,0
9308,bui trung the,1
35044,ch tran bich hao,0
47320,dldao cao ky,0
44141,cbnguyen anh vu,0
45551,dgdbich ha,0
48452,pkngo bich ngan,0
55010,nha khoa thi,0
53360,phong kham da khoa luu nguyen quoc son,0
53528,phong kham da khoa dang van thang,0
5156,luu nguyen quoc thinh,1
32273,cty tnhh san xuat thuong mai va dich vu tuong gia,0
26464,cong ty tnhh phuong mai,0
34409,chi nhanh dn chon chat,0
23194,dinh van thuan,1
5092,luu nguyen quoc sang,1
40942,pk thao,0
1511,tran minh thong,1
9667,nguyen dinh tam,1
34370,chi nhanh long thanh - cty tnhh tm dv  thep khuong mai,0
36088,cn dao cao ky,0
28050,cong ty co phan dau tu du lich quoc te viet sing,0
16130,chau viet phuong,1
53463,phong kham da khoa vu bao lam,0
51471,noi that vo duc thao,0
48047,tho,0
20256,tran quang vinh,1
13023,nguyen quoc son,1
8004,phan xuan thi,1
38028,dgd dang xuan thanh,0
57263,truong dai hoc truong,0
13427,nguyen vuo lam quoc,1
55457,quan ruou le bach du,0
26062,chi nhanh dntn thuy giang,0
51117,noi that anh tai,0
34465,chi nhanh dl kim hoang,0
36904,cb nguyen cao truong,0
17448,dang dinh mui,1
20525,nguyen duy thanh bao,1
53113,phong kham da khoa nguyen an nguyen,0
3730,vo tien sinh,1
17894,le duc anh,1
17738,tran xuan hoang,1
17328,nguyen duong hao,1
56665,truong dai hoc vo anh dung,0
34132,cong ty tnhh dich vu suc khoe,0
39690,dl huynh cam thao,0
24138,huynh hoang kim,1
39146,dl quan,0
12528,pham cong tai,1
8554,dinh xuan thuan,1
43169,chcao tho,0
24159,nguyen phan quang van,1
16967,nguyen tien thanh,1
14656,nguyen thanh thuong,1
16754,pham vo hoai duyen,1
2826,nguyen vu truong thuong,1
30239,cong ty tnhh tan buu,0
30567,cong ty tnhh tien loc,0
49205,dccdvvtldtam,0
5446,le cong an,1
28092,cty tnhh mot thanh vien dich vu du lich thai duong,0
50543,cua hang le bach du,0
17570,le quy quoc cuong,1
34850,ch phuong,0
53511,phong kham da khoa bach kim,0
48436,pkbich nga,0
16918,nguyen viet son,1
3829,phan duc thang,1
22591,tran van hung,1
48920,dccdvvtldan thien,0
18733,le quang cong,1
4532,nguyen ngoc an,1
22397,ho quang duy,1
58099,co so thu muatruong trong quan,0
37172,dgd le ha xuan thai,0
3612,le anh hop,1
27318,cong ty tnhh mot thanh vien thanh can - bich dao,0
45513,dgdson,0
11690,nguyen binh an,1
11299,ho quang anh,1
43019,chlam van thanh,0
35194,tan,0
50548,cua hang bach nhan,0
35337,ch le binh quan,0
15378,pham dinh sa,1
19585,nguyen khac dung,1
55763,quan ruou cao nguyen,0
51486,noi that thanh,0
22423,nguyen du duy khang,1
54115,hoi dong huong bich thoa,0
17082,le phuoc phat dat duc,1
33668,dntn nguyen trung hieu,0
37561,dgd bao vy,0
35343,ch bao hue,0
33338,dntn khach san hoang anh,0
18428,ly dat thanh,1
54123,hoi dong huong ho bao hoa,0
38793,dt diep vuong thang,0
45396,dgdan ninh,0
42095,phuong,0
51525,noi that nguyen canh tuan,0
492,nguyen echam hop,1
47496,dtban hang,0
37141,dgd bich hai,0
15445,pham dinh huy,1
55888,thuan,0
34089,cty tnhh tu van va phat trien nhan luc kien thiet,0
54201,hoi dong huong tran bach cuc,0
21624,pham quang linh,1
46853,dlphan duy quoc,0
20555,du huynh an lay,1
55830,quan ruou le ngoc thuan,0
43922,cnnguyen chanh viet,0
52770,phong kham dang xuan thanh,0
48466,pkdo bich nhu,0
47203,dlbui minh thao,0
32582,cong ty trach nhiem huu han song van,0
28382,cty tnhh thuong mai pham tran,0
58049,co so thu muabui an nhan,0
29676,dntn hiep toan thang,0
49005,dccdvvtldban mai,0
36710,thanh,0
31054,cong ty tnhh mtv vinh hop dat,0
38279,dgd le boi linh,0
46377,tai,0
22534,nguyen dang thien,1
11179,trinh duc binh,1
629,nguyen xuan anh,1
60028,quay thuoc nguyen binh khiem,0
39120,dl anh duy,0
17829,ngo duy thong,1
6722,nguyen anh thu,1
8086,bui minh son,1
30854,cty co phan phat trien thuong mai vinh khang,0
11019,pham quang thuan,1
8117,bui minh thang,1
49640,ho kinh doanh bui duy quy,0
49615,ho kinh doanh an tam,0
8916,dam van thao,1
38485,dt nguyen hai son,0
7223,dang xuan thanh,1
43249,chnguyen cat tien,0
6044,vu thi hoai thang,1
14363,nguyen khac bao thang,1
44206,cbbui anh tai,0
39931,dtb nguyen van son,0
50538,cua hang pham thanh quoc,0
3278,vu thi si,1
9204,vo duc thuan,1
17823,nguyen quang tien,1
19117,nguyen ngoc viet,1
33930,cong ty tnhh tu van xay dung cuu long,0
54642,nha khoa bich chieu,0
12192,pham thi thanh hop,1
57952,thuy,0
48925,dccdvvtldquan,0
28932,cong ty co phan may tinh eleccom,0
22849,pham kim ngan,1
27515,cong ty oriental circle sdn bhd - thau xd khu cao oc lien hop trung tam tp nhon trach,0
55635,quan ruou thang,0
21739,tran nguyen bao,1
40375,dtb cat tuong,0
27650,cty tnhh thuong mai dich vu nha hang thien phat,0
18688,ngo anh duc,1
4388,le ha xuan do,1
2743,nguyen vu truong quyen,1
32413,doanh nghiep tu nhan phuong thy,0
5520,do minh thanh,1
9188,vo duc thu,1
30215,cong ty tnhh trung quang,0
3462,nguyen van tho,1
28980,doanh nghiep tu nhan huy khang,0
39907,dtb bich chau,0
38395,dt quan,0
37772,dgd anh son,0
27182,dntn nha hang thanh thuy i,0
23529,nguyen quoc dat,1
31479,ctytnhh mot thanh vien hoi cho trien lam quoc te can tho,0
3448,nguyen van thien,1
23574,le minh the,1
40102,dtb bao huynh,0
4818,pham thanh son,1
5266,ngo vu thanh,1
26800,doanh nghiep tu nhan thuong mai- dich vu phu truong,0
37727,dgd phan duy quoc,0
2191,vo thanh anh,1
4991,le truong tan,1
44557,cbthien,0
22791,song thanh nghia,1
34057,dgd nguyen thi hoa,0
17663,nguyen van tuyen,1
36584,tai,0
38114,thanh,0
29244,cong ty tnhh cao viet,0
32432,cong ty tnhh viet nam dich vu mhi,0
21912,nguyen anh tu,1
47929,dtbbinh dat,0
39703,dl nguyen chan phong,0
39126,phuong,0
59462,quay thuoc son,0
57278,thuan,0
51223,noi that bich lam,0
97,nguyen thi nhu thuan,1
40874,pk bao tin,0
52197,dien thoai binh yen,0
56007,tap hoa truong vo thanh sanh,0
25334,pham van hung,1
5562,do minh hop,1
47094,dlbao hien,0
53833,quyen,0
12900,nguyen dinh le son,1
40456,pk le an khang,0
8779,nguyen tien thanh,1
34687,cty tnhh mtv xay dung le phi,0
38967,dt nguyen bao vy,0
35138,suong,0
26351,cong ty tnhh xay dung dien dich vu thuong mai tuan anh,0
22922,ha duy thanh,1
53803,hoi dong huong dinh van phuong,0
37088,dgd nguyen vu truong son,0
5043,le truong hoang,1
30141,doanh nghiep tu nhan thuong mai loc thong,0
42196,cafehuynh bao hoang,0
5088,luu nguyen quoc son,1
16155,chau viet tai,1
14919,pham thi nhu thuan,1
21614,truong hoang lan,1
34101,cong ty co phan dau tu thuong mai dich vu bat dong san gia nguyen,0
42595,chan tam,0
29710,cong ty tnhh cuong thinh,0
21840,truong hoai giang,1
14313,nguyen khac bao quyen,1
5509,do minh tai,1
16709,pham vo hoai thanh,1
19058,huynh the an,1
12383,nguyen cao thai,1
15948,nguyen huy thu,1
45248,dgdbao tien,0
21154,truong cong thanh,1
41825,dccdvvtld pham cong thuong,0
56440,tap hoa truong nguyen bao ngoc,0
10419,nguyen van son,1
38051,thanh,0
38734,dt bich dao,0
4126,vu hong thuong,1
50784,cua hang thanh,0
8215,dang van phuong,1
52825,phong kham dang bach loan,0
10580,nguyen duc tam,1
32064,cong ty tnhh thuong mai dich vu hoang man,0
8906,dam van thanh,1
32471,cong ty tnhh thuong mai va dich vu vipinco,0
58895,ho kinh ba ky,0
12143,pham thi thanh tan,1
9707,nguyen dinh thu,1
40651,pk bich hai,0
21423,cao minh tho,1
33287,cty tnhh thuong mai dich vu dinh nang,0
18521,nguyen van noa,1
55942,tap hoa truong bui an thien,0
24815,nguyen minh hoang,1
44003,cbly quoc quyen,0
664,le phu quan,1
3490,nguyen van anh,1
51087,noi that quan,0
18736,huynh ngoc chung,1
53282,phong kham da khoa vo bich hanh,0
58472,thanh,0
21734,truong que anh,1
43226,chcat cat,0
44131,quang,0
48364,son,0
43916,cnnguyen chi mai,0
58078,co so thu muatran minh phuong,0
43962,cbquynh,0
12187,pham thi thanh thuan,1
27751,cty tnhh xay dung thuong mai dich vu tai duc,0
37114,dgd vu anh viet,0
59081,ho kinh vu minh thai,0
40757,pk tran bao dinh,0
59369,ho kinh truong,0
59573,quay thuoc le quang,0
7270,dang xuan an,1
57197,truong dai hoc ho cao son,0
35403,ch thong,0
36053,cn nguyen binh yen,0
23535,tran quang dat,1
23669,luu quang vinh,1
23679,le duc an,1
60054,quay thuoc pham chan hung,0
53257,quang,0
54891,nha khoa thang,0
22752,trieu van hung,1
37901,dgd pham bich loan,0
31192,cong ty tnhh thanh phat,0
48897,dccdvvtldsamuel,0
41054,pk thinh,0
15496,huynh tuan son,1
6655,nguyen anh phuong,1
2463,nguyen viet anh,1
31926,doanh nghiep tu nhan xang dau van phuc,0
10159,nguyen huu son,1
35231,ch bang bang,0
33789,dn hoa dung,0
19828,nguyen tan cong,1
6921,doan thanh tam,1
59957,quay thuoc dao bao phuong,0
34904,ch vo anh mai,0
288,dinh van si,1
38021,dgd vu minh thai,0
17560,nguyen huu nhat,1
16074,pham hong thong,1
44162,cbphan ba loc,0
12771,tran van tam,1
49191,dccdvvtldtai,0
3240,le an,1
16691,pham vo hoai tan,1
59590,quay thuoc ba cuong,0
44731,dgdvo anh dung,0
49417,dccdvvtldcanh tuan,0
25513,bui truong minh trang,1
2947,tran minh thu,1
44329,cbbich ty,0
39914,dtb bich duyen,0
36870,cb sinh,0
27378,dntn thanh dat,0
54703,son,0
51973,dien thoai bao bao,0
45068,dgdho bang tam,0
8743,nguyen tien thai,1
52105,thanh,0
36898,cb thong,0
8213,dang van son,1
58293,co so thu muado bao bao,0
549,nguyen xuan son,1
47962,dtbthao,0
45527,dgdson,0
5282,ngo vu tho,1
56501,tap hoa truong bao truc,0
447,nguyen echam thang,1
37219,dgd ngo bang son,0
22070,dinh viet long,1
21473,luu thi nuong nuong,1
34756,hkd cao hoang tin,0
48900,dccdvvtldan hang,0
44252,cbbich nhu,0
38792,dt diep bach mai,0
37427,dgd binh minh,0
12914,nguyen dinh le tai,1
8891,dam van tan,1
23915,vo hung dinh,1
59278,ho kinh tho,0
22050,nguyen tran nhat tuan,1
25263,tran thi thu hau,1
13267,nguyen ngoc quan,1
27613,cty tnhh mtv trieu trieu phat,0
45049,dgdthanh,0
30063,chi nhanh cong ty tnhh van tai du lich duc long - du lich mot ngan le mot dem,0
19953,pham duy quyen,1
11965,huynh tran quy,1
22436,nguyen phuc loi,1
9068,nguyen van do,1
13052,nguyen quoc than,1
15352,pham dinh quoc,1
22395,dinh long hai,1
15350,pham dinh phuong,1
31106,doanh nghiep tu nhan trung tam thoi trang hoang kim,0
4452,nguyen ngoc tan,1
19608,nguyen quoc huy hoang,1
16226,chau viet anh,1
26105,cong ty cp tan hong quang,0
34772,cong ty tnhh tm dv du lich thu minh,0
22635,nguyen thi linh,1
7723,tran tat tan,1
52193,dien thoai le bao hue,0
42194,cafebao hoang,0
46725,dtnguyen hong thong,0
22318,nguyen vinh quang,1
4967,le truong son,1
1817,nguyen vu ngoc bao,1
6688,nguyen anh thanh,1
26594,cong ty tnhh san xuat - xuat nhap khau ngoc long,0
24204,bui thi thuy dung,1
9599,le tien anh,1
46278,dtson,0
53933,hoi dong huong binh yen,0
22588,ly nhat huy,1
15731,nguyen phuong quan,1
26207,doanh nghiep tu nhan tam hiep phat,0
25559,thach ky sanh,1
2983,tran minh anh,1
16773,ho thanh samuel,1
54967,nha khoa dam van thien,0
58119,co so thu muanguyen anh vu,0
44198,cbnguyen bich hop,0
33281,cong ty tnhh thuong mai va dich vu quoc thu,0
37593,dgd thuy,0
32275,cong ty tnhh thuong mai thuc pham anh bao,0
29140,cty tnhh san xuat thuong mai  dich vu xuat nhap khau thien nga,0
27365,chi nhanh cong ty tnhh thuong mai va dich vu van kha,0
16320,nguyen le phu thao,1
53421,phong kham da khoa ho bao hoa,0
1389,vo hoang khiem,1
34159,doanh nghiep tu nhan nguyen thi phuong mai,0
22496,phan van quang,1
43106,chcao ky,0
50280,cua hang quynh,0
1973,pham minh son,1
59583,quay thuoc anh vu,0
39371,son,0
14926,pham thi nhu anh,1
42219,cafenguyen ngoc than,0
18608,luong hoang trong,1
54669,nha khoa anh vu,0
21063,huynh tan duc tai,1
27338,cong ty tnhh mot thanh vien ton duc,0
23506,bui minh dang,1
13728,pham huynh duc the,1
6741,nguyen anh anh,1
18541,noa cong hoan,1
25250,pham ngoc hai,1
28493,cong ty tnhh phat trien va tich hop he thong quoc te me kong,0
20526,ngo quoc bao ky,1
48087,dtbnguyen ngoc hoai thu,0
50260,ho kinh doanh cat ly,0
1209,bui duy son,1
4037,vu hong quan,1
54667,nha khoa phuong,0
33552,dntn may mac thuong mai mai lan anh,0
45824,dgdbach tra,0
42694,chbinh minh,0
21203,phan anh duy,1
7363,vu van thong,1
25280,tran minh hieu,1
42860,suong,0
13540,nguyen hoa son,1
32004,cty tnhh thuong mai nha hang hoang quan,0
47515,quyen,0
32800,cty tnhh giao nhan quang tien,0
17091,dao ba duong,1
12094,pham thi thanh sang,1
46701,dtboi linh,0
37363,thanh,0
22930,nguyen huu tai,1
35357,ch bao han,0
44449,cbvo binh minh,0
15835,nguyen phuong huy,1
51989,dien thoai tran bao dinh,0
44495,thao,0
17469,le minh nhat,1
19818,tran hong quan,1
29065,cong ty tnhh 01 tv ma viet,0
44902,dgdphuong,0
37535,dgd trinh bao tram,0
11055,trinh duc quy,1
8403,diep vuong thong,1
26366,cty tnhh san xuat thuong mai dich vu long nguyen,0
37873,dgd le bich hong,0
21358,huynh ngoc trang,1
32707,cong ty det may xuat khau binh dinh,0
15006,nguyen cong thanh,1
34951,ch anh vu,0
36475,cb nguyen ba thinh,0
13864,huynh tuan thong,1
26911,dntn thuong mai hoanh quang,0
30354,cong ty tnhh quoc khanh,0
58630,co so thu muahuynh bao van,0
7368,vu van thu,1
9050,nguyen van thinh,1
31909,dntn quang cao pr hoang cuc,0
33092,doanh nghiep tu nhan quang cao sac mau,0
49189,dccdvvtldle bich quan,0
44091,cbban mai,0
14377,nguyen khac bao thanh,1
58696,thuan,0
57192,truong dai hoc trinh duc thien,0
1174,bui duy sang,1
5983,vu thi hoai samuel,1
44742,phuong,0
18571,nguyen van myo,1
2813,nguyen vu truong thong,1
15809,nguyen phuong thien,1
33975,chi nhanh cty dich vu vat tu nong nghiep phu yen tai dak lak,0
49232,dccdvvtldnguyen anh tan,0
36477,cb nguyen ngoc phuong,0
29398,cty tnhh thuong mai dich vu du lich kham pha chau luc,0
33241,chi nhanh cong ty trach nhiem huu han minh nhat phuong nam,0
54162,tan,0
37372,dgd bach lien,0
23503,tran kien cuong,1
36815,tho,0
36632,cb thanh,0
16801,ho thanh tam,1
5235,ngo vu tai,1
22754,nguyen tan loc,1
19722,pham cong vien,1
11487,nguyen ngoc hoai tam,1
21370,phan thi thu trang,1
20310,bui quang thin,1
11740,huynh thi kim sang,1
13285,nguyen ngoc phuong,1
6382,huynh le tan quoc,1
57085,truong dai hoc vo binh minh,0
4915,pham thanh huy,1
46674,dttran cao sy,0
51564,thong,0
54210,hoi dong huong thanh,0
52128,dien thoai bach mai,0
6097,vu thi hoai an,1
2762,nguyen vu truong tan,1
36440,cb phan ba loc,0
52265,dien thoai thong,0
21021,nguyen phu quy,1
10018,cao ba son,1
38885,dt thanh,0
25527,phan tran minh tri,1
23085,vo dinh trung hieu,1
49488,dccdvvtldbao uyen,0
54426,hoi dong huong le ngoc thuan,0
30151,doanh nghiep tu nhan co chin,0
25964,cn xuat khau lao dong & du lich thuoc cong ty co phan xd va cung ung lao dong quoc te,0
17510,huu thien hoa,1
49487,dccdvvtldcao tho,0
6959,doan thanh thanh,1
36654,thang,0
40586,son,0
38486,dt son,0
56269,tap hoa truong bao lam,0
30347,cty tnhh thuong mai may mac thoi trang quoc te son nga,0
54530,nha khoa an nhien,0
38228,dgd bao tien,0
59843,quay thuoc bach loan,0
35633,cn truong anh khoa,0
42570,chdinh an di,0
38140,dgd bui trung thanh,0
11917,le ngoc thu,1
49954,ho kinh doanh vu bich van,0
38073,dgd bao toan,0
13446,nguyen vuo lam thanh,1
45370,dgdle an khang,0
44357,cbbang bang,0
57807,co so bao hue,0
4743,duong chi thang,1
31372,dntn tran nam,0
4916,pham thanh anh,1
34238,cty tnhh thuong mai tu van du hoc du lich dich thuat my au uc,0
41860,cafele an khang,0
12972,nguyen dinh le hop,1
7959,phan xuan son,1
16409,le dinh son,1
54316,thanh,0
21867,huynh thanh tam,1
55485,quan ruou do bao bao,0
50696,cua hang bach hoa,0
12341,nguyen hong anh,1
4410,le ha xuan an,1
58027,co so thu muanguyen an nguyen,0
14437,nguyen ngoc lan quan,1
24089,tran vo trong khang,1
10374,dao van thuan,1
33878,dn hai minh,0
17026,le dinh bang,1
39778,dtb sang,0
30298,cong ty tuan kim,0
662,le phu quoc,1
19138,le thanh dung,1
47757,dtble bich ngoc,0
41784,dccdvvtld sinh,0
56762,truong dai hoc bich duyen,0
20199,nguyen dinh vu,1
18659,son duong the nhut,1
50828,cua hang cao ky,0
15556,huynh tuan thinh,1
16234,chau viet duyen,1
39650,dl thinh,0
10945,pham quang phuong,1
24115,nguyen van khoa,1
3024,nguyen trung phuong,1
40459,pk quan,0
56043,tap hoa truong son,0
8608,lam van si,1
31652,dntn may tinh cong nghe,0
57389,co so nguyen anh thy,0
32376,dntn vang bac phuong son,0
55169,nha khoa phan cat linh,0
24148,dao huu van,1
33525,hoang trong nguyen (78k-0583),0
32849,dntn chieu phuc,0
30834,dntn thuong mai thuy nang,0
152,le hoang sang,1
14875,pham thi nhu thanh,1
39328,dl sang,0
29286,cong ty trach nhiem huu han vu ha,0
5701,tran thi minh anh,1
3197,le thanh,1
15693,nguyen minh thuy,1
16358,nguyen le phu thong,1
42464,cafetran quang van thu,0
29609,cong ty co phan logistic btc,0
25920,dntn quynh nhu,0
16829,ho thanh thang,1
33054,chi nhanh cong ty tnhh sx phuc thang,0
22972,phan hoai bao luan,1
21206,le trinh the hai,1
37769,dgd nguyen viet son,0
14404,nguyen khac bao thuan,1
20861,dang huu tin,1
54685,nha khoa vo ba ky,0
58205,co so thu muason,0
21214,tran quang hiep,1
9205,vo duc huy,1
55976,tap hoa truong anh thi,0
13357,nguyen ngoc thuan,1
25395,tran thi diem kieu,1
42960,chbang tam,0
55834,quan ruou cam thao,0
37801,dgd bich chau,0
15810,nguyen phuong thinh,1
19392,phan van bao,1
49396,dccdvvtldbuu chuong,0
29318,cty tnhh thuong mai dich vu va giai tri a my,0
48837,pknguyen chieu duong,0
11269,ho quang khiem,1
33934,dn hong loan,0
12288,nguyen hong thien,1
25382,vu duc hop,1
51755,phuong,0
9958,luong van the,1
22384,hoang trung dung,1
1872,truong trong than,1
59742,quay thuoc tai,0
40335,dtb pham cao phong,0
37239,dgd bich phuong,0
39940,son,0
42428,cafenguyen bao thoa,0
22559,vu khai hoan,1
38674,dt duong thanh tam,0
23456,luu hai chau,1
14445,nguyen ngoc lan quan,1
9957,luong van thanh,1
32931,cong ty tnhh tm dv giai tri hong han,0
31625,cong ty trach nhiem huu han binh dinh knitwear,0
48270,pktruong anh tho,0
58110,co so thu muaanh thao,0
27174,"vpdd king com international co., ltd tai tp.hcm (dai loan)",0
45709,dgdtai,0
33777,cty tnhh dich vu nghe thuat anh sang xanh,0
21706,cao nam phuong,1
38960,dt nguyen bao uyen,0
4895,pham thanh thien,1
37086,dgd nguyen anh thai,0
43600,cnhuynh bao hoang,0
10386,dao van an,1
20899,to thi nguyet anh,1
23978,vo thanh luan,1
33516,dntn khang hung,0
23048,nguyen thien ngo,1
10512,nguyen van an,1
6071,vu thi hoai thuan,1
7885,nguyen chi thien,1
39895,dtb nguyen binh yen,0
33165,cong ty tnhh tm dv hai nguyen,0
56579,tap hoa truong tran chi bao,0
52567,phong kham nguyen van son,0
14140,tran the thinh,1
58028,co so thu muanguyen an hang,0
48130,dtbthong,0
49106,dccdvvtldle ha xuan thai,0
50084,ho kinh doanh binh thuan,0
30604,cty tnhh xay dung dich vu thuong mai kien phat,0
48971,dccdvvtldtruong anh khoa,0
39619,dl nguyen cao nguyen,0
58389,co so thu muabao phap,0
32504,cty tnhh xd tm ty phuoc,0
22968,le tan luan,1
51750,dien thoai anh mai,0
56734,truong dai hoc binh minh,0
16776,ho thanh quyen,1
28320,"co so san xuat tam tre, dua tre tu thien",0
40232,dtb nguyen van thanh,0
25397,ngo thi truong an,1
2436,nguyen viet thuong,1
48523,pkhuynh huu tam,0
34804,phong kham hoa hung,0
26561,cong ty co phan thuc pham an sinh,0
2916,tran minh thanh,1
36249,cb an lai,0
833,ly quoc tan,1
24301,nguyen van phat,1
26009,htx van tai bo tan binh,0
17729,ta trung hien,1
28277,cong ty tnhh dong huong,0
7782,tran tat an,1
11133,trinh duc thong,1
22690,vu thanh chanh trung,1
54003,hoi dong huong bich hau,0
28364,cty tnhh thuc pham hang ngay,0
48475,pksuong,0
19905,nguyen thanh tung,1
28136,cong ty tnhh mot thanh vien giai tri thien van,0
12493,pham cong quyen,1
44483,cbbao han,0
41384,dccdvvtld le ha xuan thai,0
11382,tran quang van thanh,1
15442,pham dinh hop,1
58266,co so thu muale bich nga,0
20681,nguyen quoc thang,1
44330,cbdoan bao khanh,0
14624,nguyen thanh thang,1
23333,do minh hoang vu,1
53869,hoi dong huong anh hoang,0
53293,phong kham da khoa ba long,0
43626,cnbao khanh,0
39547,dl binh quan,0
48908,dccdvvtldle an ninh,0
16157,chau viet quoc,1
36349,cb vo anh minh,0
43094,chcao buu toai,0
43854,cntrinh duc thien,0
22622,nguyen dang khoa,1
34663,dtl thuong mai va dich vu tau bien sao thien viet,0
7421,le duy phuong,1
32969,doanh nghiep tu nhan xay dung thuong mai va dich vu duc truong,0
13036,nguyen quoc tam,1
30303,cty tnhh ky thuat do thanh,0
35010,ch vu thi phuong,0
28883,cty co phan hoa lan viet nam toc,0
43179,chnguyen bao vy,0
17940,tran van cuong,1
57461,co so son,0
37537,dgd thien,0
3003,nguyen trung quyen,1
58469,co so thu muanguyen bach tuyet,0
34903,ch vo anh dung,0
4111,vu hong thong,1
24684,le phan hoai phuong,1
3426,nguyen van son,1
39013,dt che phuong,0
12393,nguyen cao suong,1
32499,dntn thanh phong,0
17134,nguyen ngoc hoang,1
43133,tho,0
46153,quoc,0
44468,cbbinh thuan,0
13535,nguyen hoa quan,1
16179,chau viet thang,1
9173,vo duc thanh,1
9600,le tien anh,1
4789,duong chi anh,1
14548,nguyen ngoc lan an,1
9511,le tien son,1
34009,dtdd ngoc chinh,0
28845,cong ty tnhh tin a,0
44283,cbvu thi hoai son,0
19545,nguyen duc nghi,1
32030,"chi nhanh cong ty cp dau tu, khoang san va dich vu - itasco - xi nghiep khai thac va dich vu dak non",0
41718,dccdvvtld nguyen cao nghiep,0
18873,nguyen van quang,1
59969,quay thuoc bao quynh,0
7809,nguyen chi quy,1
29264,cty tnhh dau tu han viet,0
39928,dtb bich hue,0
46711,dthuynh tran thu,0
28820,tram thu mua luong thuc tan binh dong,0
5580,do minh an,1
1426,vo hoang bang,1
33490,chi nhanh anh chung,0
44153,cbba ky,0
18001,pham van lam,1
54735,nha khoa bui bich lam,0
36604,cb than,0
14969,nguyen cong son,1
2160,vo thanh thinh,1
5387,le cong thang,1
26243,dntn tan loi,0
58067,co so thu muaanh dung,0
39363,dl tai,0
3236,le an,1
57017,truong dai hoc nguyen chi thanh,0
19570,mai duong hoang cuong,1
12768,tran van si,1
20584,pham hong vuong,1
6811,nguyen ngoc tan,1
42123,sa,0
36478,cb phuong,0
52828,thang,0
41794,dccdvvtld cam thao,0
56695,truong dai hoc truong trong quan,0
40454,pk an khang,0
20823,tran hoai phuong,1
18456,pham minh thinh,1
16094,pham hong thuan,1
57636,co so tai,0
37290,dgd huynh bich thuy,0
40825,pk bao lam,0
20792,nguyen quang huy,1
12570,pham cong sinh,1
12704,phan khanh thong,1
38963,thu,0
18009,trinh anh linh,1
22763,tran hoang long,1
56334,tap hoa truong dang bich nha,0
54340,hoi dong huong dao cao ky,0
23948,pham ngoc linh,1
53578,phong kham da khoa thao,0
10925,pham quang quy,1
43025,chnguyen bach tuyet,0
51621,noi that chan hung,0
28424,cua hang dien thoai so 3 (cty tung phuong),0
55227,quan ruou le an khe,0
8389,diep vuong thanh,1
59159,ho kinh thang,0
1018,bui minh thong,1
52148,dien thoai binh dinh,0
19947,vu thi linh,1
17250,huynh thanh son,1
9786,nguyen cong tam,1
1309,vo hoang quy,1
246,le hoang an,1
31545,dntn thong tin viet,0
55143,nha khoa thuy,0
47463,dlthuan,0
37835,dgd ba ky,0
56066,tap hoa truong anh viet,0
49815,ho kinh doanh nguyen ngoc phuong,0
22142,nguyen van manh,1
47783,dtbbich quan,0
15949,nguyen huy khiem,1
26296,htx vt & dv pleiku,0
49032,dccdvvtldanh tuan,0
24364,vu van ang,1
47402,dlcat uy,0
19256,vu trung kien,1
37987,dgd tai,0
4285,nguyen minh an,1
31711,dntn xang dau tan thanh,0
54785,nha khoa do minh tam,0
12218,pham thi thanh anh,1
35539,quynh,0
49611,ho kinh doanh le an khe,0
